,Cleaned_Agency_Name,Cleaned_Phone,Cleaned_City,State,Cat1,Cat2,Cat3,formatted_address,Latitude,Longitude
667,Knox County (Prosecutor's Office),(740) 397-3404,Mount Vernon,OH,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","117 E High St # 234, Mt Vernon, OH 43050, United States",40.39389,-82.4822685
668,Serenity,(870) 424-7576,Mountain Home,AR,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Shelter/Safe House,","1015 Hwy 62 E w, Mountain Home, AR 72653, United States",36.3312124,-92.3872192
669,Agape House Inc,(417) 934-5721,Mountain View,MO,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Mountain View, MO 65548, United States",36.9953322,-91.703755
670,Saginaw Chippewa Indian Tribe of Michigan,(989) 775-5777,Mt Pleasant,MI,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",On Reservation,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","7070 E Broadway Rd, Mt Pleasant, MI 48858, United States",43.6033732,-84.7063637
671,Hart County Attorney's Office,(270) 524-2547,Munfordville,KY,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","215 Main St, Munfordville, KY 42765, United States",37.2713547,-85.890534
672,Murray City PD,(801) 264-2673,Murray,UT,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","5025 State St, Murray, UT 84107, United States",40.6624618,-111.8875239
673,"Family Resources, Inc.",(563) 263-0067,Muscatine,IA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","119 Sycamore St # 200, Muscatine, IA 52761, United States",41.421702,-91.0442307
674,"WOMEN IN SAFE HOME, INC.",(918) 682-7879,MUSKOGEE,OK,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","514 W Martin Luther King St, Muskogee, OK 74401, United States",35.7571512,-95.371975
675,Valley Crisis Center,(208) 467-4130,Nampa,ID,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","869 W Corporate Ln, Nampa, ID 83651, United States",43.5957529,-116.5916107
676,Valley Crisis Center,(208) 467-4130,Nampa,ID,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","Nampa, ID 83651, United States",43.5896264,-116.6132313
677,Napa County District Attorney,(707) 253-4211,Napa,CA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Information and Referral (In person), Shelter/Safe House,","1127 1st St suite c, Napa, CA 94559, United States",38.2986438,-122.2864372
678,Metropolitan Nashville Police Department,615-862-7887,Nashville,TN,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Abduction, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Human Trafficking, Identity Theft, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime",Law Enforcement,"Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Direct Clinical Services, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Forensic Examinations, Fraud Investigation, Group Therapy, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Supervised Visitation, Telephone Contacts , Therapy, Transportat","936 E Trinity Ln, Nashville, TN 37207, United States",36.2039639,-86.7474648
679,Oasis Center,(615) 327-4455,Nashville,TN,"Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Shelter/Safe House, Therapy","1704 Charlotte Ave #200, Nashville, TN 37203, United States",36.1590699,-86.7988828
680,World Relief,615-833-7735,Nashville,TN,Human Trafficking,"Non-Profit, Religious Organization","Assistance in Filing Compensation Claims, Criminal Justice Support Advocacy, Crisis Counseling, Direct Clinical Services, Emergency Financial Assistance, Emergency Legal Advocacy, Information And Referral , Personal Advocacy, Shelter/Safe House, Therapy, Transportation","411 W Thompson Ln, Nashville, TN 37211, United States",36.1105945,-86.746725
681,"Catholic Charities, Inc.",(601) 442-0142,Natchez,MS,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Religious Organization,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","109 S Union St, Natchez, MS 39120, United States",31.5589274,-91.4014869
682,Bilateral Safety Corridor Coalition,888-373-7888,National City,CA,Human Trafficking,Victim Services Agency,"Assistance in Filing Compensation Claims, Cell Phones (911), Civil Legal Services, Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Direct Clinical Services, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Group Therapy, Information And Referral , Personal Advocacy, Shelter/Safe House, Support Group(s), Telephone Contacts , Therapy, Transportation, Victims Rights Legal Services","121 E 31st St ste a, National City, CA 91950, United States",32.6566643,-117.097737
683,"Council on Families in Crisis, Inc.",(417) 667-7171,Nevada,MO,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","415 N Main St, Nevada, MO 64772, United States",37.842235,-94.3580585
684,County of Nevada District Attorney's Office,(530) 265-1301,Nevada,CA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","201 Commercial St, Nevada City, CA 95959, United States",39.2629094,-121.0173983
685,Nevada County,(530) 265-1301,Nevada City,CA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Nevada City, CA 95959, USA",39.2615606,-121.0160594
686,Union County Board of Supervisors,(662) 234-3304,New Albany,MS,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","108 E Main St, New Albany, MS 38652, United States",34.4921229,-89.0082049
687,Floyd County Prosecutors Office,(812) 948-5422,New Albany,IN,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","311 Hauss Square, New Albany, IN 47150, United States",38.2843624,-85.8249054
688,New Bedford Women's Center,(508) 996-3343,New Bedford,MA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","405 County St, New Bedford, MA 02740, United States",41.6313878,-70.9295556
689,Promise Place,(252) 636-3381,New Bern,NC,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1401 Park Ave, New Bern, NC 28560, United States",35.1042175,-77.0573009
690,Comal County Family Violence Shelter Inc.,(830) 620-7520,New Braunfels,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1547 E Common St, New Braunfels, TX 78130, United States",29.7242816,-98.0985338
691,St. Jude's Ranch for Children,(702) 294-7131,New Braunfels,TX,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Therapy","652 Old Bear Creek Rd, New Braunfels, TX 78132, United States",29.7539106,-98.2041685
692,Middlesex County Prosecutor's Office,(732) 745-3338,New Brunswick,NJ,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","25 Kirkpatrick St #3, New Brunswick, NJ 08901, United States",40.4933406,-74.446069
